Text,labels
"ഇതിന്റെ എഡിറ്റ്‌ ചെയ്ത ആ വീഡിയൊ കണ്ടത്‌ കൊണ്ടാണു ഞാൻ ഫാമിലി ആയിട്ട്‌ കാണാനിരുന്നത്‌ ക്യാൻസൽ ആക്കിയത്‌. ഇത്‌ സുപ്പർ ആക്കിയിനു. നല്ല ഒതുക്കത്തിൽ ചെയ്തിനു, സിനിമയിൽ ഈ റോൾ സൂപ്പറാണൊ?",Non-sarcastic
Sharafudeen ahno psycho killer? Google castil sharafudeene kandu but traileril kandilalo,Non-sarcastic
"ഇട്ടിമാണി made in ചൈന"" എന്ന സിനിമ തികച്ചും ഒരു കുടുംബപ്രേക്ഷക ‍‍‍ ചിത്രം തന്നെയാണ്. ചിരിയോട് കൂടിയ നല്ല കിടിലം എന്റർടെയ്ൻമെന്റ് തന്നെയാണ് ഇട്ടിമാണി. _NB ; ഇട്ടിമാണി ഒരു മാസ് പടം അല്ല. Fun Entertainment ആണ്",Non-sarcastic
Uluppillathavanmaaru script writer ude peru polum vechilla.,Non-sarcastic
Cinema kandit vannu trailer kanunna ethraperund evde,Non-sarcastic
എന്റെ  പൊന്നോ  കണ്ണെടുക്കാൻ  കഴിയുനില്ല,Non-sarcastic
"Vineeth ettanae trailer kandappozhe oru hope undayirunu .anganeya filim kanan poyath.hope ottu thettiyila.enna padama.oho oru rakshayum ella.suprbb.vakkukal kittunila.nammude school /plustwo lifeilek kootikond poyi,all team congrtz.",Non-sarcastic
ബോസ്‌ഓഫീസിൽ ഇനി അസുരന്റെ പൂണ്ടു വിളയാട്ടം കാണാം ഇത് അജയ് വാസുദേവിന്റെ ഏറ്റവും ബെസ്റ്റും ഏറ്റവും കലക്ഷനും കിട്ടുന്ന മൂവി ആയിരിക്കും എന്ന് ഉറപ്പുള്ളവർക് LIKE  അടിക്കാനുള്ള COMNT,Non-sarcastic
Aanoruthan thokkum pidich irangiya neerali alla Avante appan vare padikkum...alla pinne..ikka fans hit like,Non-sarcastic
"ശ്രേയ,  രചന നാരായണൻ കുട്ടിക്ക് പഠിക്കുവാണോ..  മൂക്കുത്തിക്കും മൈലാഞ്ചിക്കും ഒക്കെ എന്താ ഫീൽ 🤣🤣",Sarcastic
സത്യത്തിൽ ട്രൈലെർ കാണാൻ നല്ല രസമുണ്ട്. പക്ഷെ ഇത് മലയാളം തന്നെയാണോ ? 🤔ഒക്കെ പുതുമുഖങ്ങൾ ആണല്ലോ.,Non-sarcastic
എജ്ജാതി ഹൌ ബല്ലാത്ത ജാതി .എന്തൊരു സ്ക്രീൻ പ്രെസെന്റ്സ്,Non-sarcastic
Dislikes have no roles# 66k likes mathi,Non-sarcastic
Ee padam pwolikkum pwoli teaser teaser...,Non-sarcastic
Can’t wait mamooka.mammoty fans adi like,Non-sarcastic
എന്റെ പൊന്നൂ ഞാൻ വിചാരിച്ചു ഹോളിവുഡ് പടം ഡബ്ബിങ് ആണെന്ന് ഇത് ശെരിക്കും മലയാള പടം !?,Non-sarcastic
ഇട്ടിമാണി മസാണ്‌ മനസുമാണ്.. ഈ ഓണം ഇട്ടിമാണി ഇങ്ങു എടുക്കുവാ... ചിരിച്ചു പണ്ടാരടങ്ങാൻ റെഡി ആയിക്കോ makkale,Non-sarcastic
ട്രെയ്‌ലർ കണ്ടു ഏകപ്പെട്ട_ഓപ്പറേഷൻ ഓർമ്മ വന്നവർ ലൈക്ക് തൂക്കാനുള്ള നൂൽ,Sarcastic
Haha..1.35 il raajuvettane kandavar ivide like adichee,Non-sarcastic
Prithviraj. Nighal oru marana mass sambavam,Non-sarcastic
കുമ്പളങ്ങി നെറ്സ് എന്ന വന്മരംവീണു.... പകരം ആര് ...ദിനങ്ങൾ 🥰🥰🥰,Non-sarcastic
*3rd Giveaway*  ഈ ചാനൽ subscribe ചെയ്യുക   ഏതെങ്കിലും ഒരു വീഡിയോയിൽ subscribed എന്നു കമെന്റ് ഇടുക  *തിരഞ്ഞെടുക്കപ്പെടുന്ന ആൾക്ക് mi note 8 pro സമ്മാനം*  Result on December 20,Non-sarcastic
Ikkka no words  onnude kaananam,Non-sarcastic
Iwaaa Teaser Ishtam ayillarunu pakshe Trailer Kidukki 🤝,Non-sarcastic
Simple yet beautiful  what a film എല്ലാരും അടിപൊളി ആയി.ഇങ്ങനെ വേണം സിനിമ.    Long way to go Shane,Non-sarcastic
PORINJU IS WILD MARIAM IS CRAZY JOSE IS RAW........ മൊത്തത്തിൽ പൊളിച്ചില്ലേ 🤩🤩🤩🤩,Non-sarcastic
ഇത് പൊളിക്കും  പൊളി പൊളിക്കും കട്ട കാത്തിരിപ്പ്,Non-sarcastic
Paatu kuzhapamila mamookayae kondu dance kalipikaendayirunu onumilaenghil ayaludae prayathae maanikamayirunu aethrayokae make up vaari puratiyaalum prayam aavathirikumo,Non-sarcastic
22K   Dislike enthuttta pattiye ¥ SuPpER teaser,Non-sarcastic
Dhileepettane ee padam super duper hitavatte enn aashamsikkunnu,Non-sarcastic
രാജൻ സക്കറിയയ്ക്ക് ശേഷം ഇങ്ങനെ ഒരു മുതൽ  ഇക്ക മുത്താണ്,Non-sarcastic
Shammi hero ada hero  entamme fahadinte ejjadi abinayam,Non-sarcastic
Padam kandavarkku like aam Mass ka baap,Non-sarcastic
1:34 BG il blur aayt nikuna aal prithvi aayt thonyath nik mathranoo?,Non-sarcastic
Mammooka inghale njettichaalo 2019 bilalum ithokke kand romaanjam,Non-sarcastic
ടിക് ടോകിൽ സൂപ്പർ ഹിറ്റായ സോങ്,Non-sarcastic
Ennale thodangya thappalanu ethuvare kittiyille Pandarammm...,Sarcastic
Mammukka oru rakshayilla     NEXT 200 CRORES IN MOLLYWOOD CINEMA,Non-sarcastic
Njan lalettanu katta fan aan..Pakshe idhile mamukkane Kanan vendi ee trailer etre pravisyam kandunu enik ariyila..Kidu...,Non-sarcastic
Ee role cheyan Lalettan mathrame pattu!,Non-sarcastic
"എന്തേഗിലും കളഞ്ഞു പോയാൽ കരയുന്നവരെ കൺടിട്ടു, ഇത്ര സന്തോഷത്തിൽ ഡാൻസ് കളിക്കുന്നത് ആദ്യമായി  കാണുന്നത്",Sarcastic
Mammoti cheythathil yetavum best ee manyshyane ennum aradikan karanam eka cheytha oro characters um athu onnu vere bahavapakarchakalude rajajkumaran,Non-sarcastic
ഹ ഹ..  എന്താ ഒരു ചിരി,Non-sarcastic
Traileril ulla chila scenukal cinemayil illallo,Non-sarcastic
Nivintta underrated film  airikkum eth,Non-sarcastic
Aah nalla best marakkar...sound kettal thanne ariyam...ithu adutha neeraliyo odiyano aavanulla laksham aanu...daivame ee pulli ithu enthinulla purapadu aanu...🤣,Sarcastic
Appo linto Kurian alle teaser cut🤔,Non-sarcastic
dijo cheatta polichu too. padam thkarakum.,Non-sarcastic
ആടിന്റെ ഡയറക്ടർ തന്നെ അല്ലേ ഇത്,Non-sarcastic
iyale kondu verthe thallan mathram kazhiyollu,Non-sarcastic
1 kannada vech onnoode 1 nokkikoodayrunno...,Sarcastic
Ufffff..ejaadhiii..lalettann rdjile edjelum oruu svene e jenmam vheyaan patilaa..trailer kandd karayunundaabumm ettan and ettan fanss,Non-sarcastic
Ente ichayooo....  Athre parayunnulluuu.... Ennu manasil karuthiyavar hit like here.....,Non-sarcastic
ಗೆಳೆಯರ ದಿನದ ಶುಭಾಶಯಗಳು  Happy friendship Day,Non-sarcastic
സംഗതി ഏകദേശം കണ്ണോണ്ട് ചൊല്ലണ് മിണ്ടാതെ മിണ്ടാതെ പുന്നാര പനന്തത്ത ദൂരെ എന്ന് നിന്റെ മൊയ്തീൻ🤩🤩🤩,Sarcastic
Joshi sirnte kayivonnu angana poi povoola mone,Non-sarcastic
Ee asurante varavin katta waiting........MAMMOOKKA.. uyir,Non-sarcastic
6.8 subscribers ulla channel il ettittum...karikke ne tholpikkan aavilla makkale,Sarcastic
മൂക്കുത്തി കാണണേൽ മിനിമം മുഖത്ത് ഒരു തവണയെങ്കിലും നോക്കണ്ടേ.. യെങ്ങനെ നോക്കും.. കോസ്റ്റ്യൂം ഡിസൈനർക്ക് സല്യൂട്ട്..!!,Sarcastic
oru addaar... Trailer oru addaar...Film oru addaar...Hero oru addaar...Director oru addaar...Script,Non-sarcastic
One million nu ini kurachoode...,Non-sarcastic
Looks like a solid entertainer .,Non-sarcastic
മമ്മൂക്കയുടെ അടിപൊളി fight ഉം കരിക്കിലെ പിള്ളേരുടെ അടിപൊളി വീഡിയോ എല്ലം ഉണ്ട് ഇങ്ങ് കേറി പോന്നോളൂ   Share an Support Us,Non-sarcastic
Haters  ഓടാൻ ഉള്ള കണ്ടം ready ആക്കി വെച്ചോ  #Shylok loading,Non-sarcastic
Everything is connected... ഇത് എവിടെയോ കണ്ടിട്ടുണ്ടല്ലൊ,Non-sarcastic
"Hahahaha ..........അടിപൊളി സർ ഇനിയും മരിക്കാത്ത ഭൂമി""ഒ.എൻ.വി  സാറിനെ ഓർമവന്നു.....",Non-sarcastic
Mookkuthiyalle koche kanathe poye allathe kidni onnum allalo,Sarcastic
Trailor kandappol padam flop aakum enn thooniyath enikk mathramano?,Non-sarcastic
Entammoo aa nadukk ninnu dance kalikkunna penninu endhoru height aanu,Sarcastic
Ithrayadhikam dislikes...... really ashaming... vallathoru manass,Non-sarcastic
Dislike adikuna guhikolde oonum parayan illa,Non-sarcastic
Romanjam ikka predhikshichadh pazham kanjiya but kittiyadh biriyani powli...,Non-sarcastic
0:56 യേശു നമുക്ക് അറിയാത്ത ആളൊന്നും അല്ലല്ലോ.,Non-sarcastic
Pennano enna vendaa nn parayunnund femi chechi kal irangan  karanayi,Non-sarcastic
Verum mass alla kola mass raja daa,Non-sarcastic
നിവിൻ അച്ചായൻ  അന്ന്യയ  പെർഫോമൻസ്,Non-sarcastic
karikk trending 1 ulladtholam vere onnum avde ethan vazhiyilla,Non-sarcastic
മൂഞ്ചിയ പാട്ടും ഓഞ്ഞ ഡാൻസും.... എന്നിട്ടും ഞാൻ മുഴുവൻ കണ്ടു... എന്തിനായിരിക്കും.... ഏയ്.... അതിനായിരിക്കില്ല,Sarcastic
ithil  apo  mammooty alle nayagan ????,Non-sarcastic
Evide Santhosh Pandit evideeee.....?Enthu sadhanava eth...Shreya kondu enthu paadippichalum adipoliyavumenna vishwasamano eth?,Sarcastic
ഒരു പെണ്ണ് രാത്രി 12.30 നു നടുറോഡിൽ 4 ചെറുപ്പക്കാരുമായി കെട്ടി പിടിച്ചു ഫ്രണ്ട്ഷിപ് നടത്തുന്നത് ഈ ഊള പടത്തിലേ പറ്റൂ,Sarcastic
Njn oru Lalettan fan aanu annalum trailer nu waiting aane,Non-sarcastic
Ee song kettal special  feel,Non-sarcastic
Oru onnonnara item varunnundu ready ayi ko makale...luving mammookka..,Non-sarcastic
Kidilan....... Lalettan  pritvi,Non-sarcastic
First like button njekki pottichu...  Pinne video kandu..,Non-sarcastic
Pazaya nadanmmar kure per undallo,Non-sarcastic
Khalid rahman... we r katta waiting here .....,Non-sarcastic
lolante lucifer kand kaananthooni  vannavar,Non-sarcastic
any one from nov 2 2k19,Non-sarcastic
ഇത് കണ്ടവർ പറയാത്ത തെറി ഒന്നും ബാക്കിയില്ല.,Sarcastic
Manju chechi eppola thadiche...eppola melinjeee...aarum arinjillalooo..,Non-sarcastic
പട൦ ഇഷ്ടമായവരു൦ പാട്ട് ഇഷ്ടമായവരു൦   അടി like,Non-sarcastic
Yandho yavidayo oru rajadhhi raja feel.... The myuman nadan. Aar paranju njaan njaan tanney yallaadey aar parayaana,Sarcastic
Njan oru a10 fan aanu but ithu kollaam...... nammade ikka poliyaanuu..... all the best......,Non-sarcastic
Onnum parayanilla... Pinnem pinnem kandavar like adikk ....,Non-sarcastic
"Eattavum miss cheyyunnathu prithviraj,rajamani,jassie gift,sreya Sharan ennivareyaanu",Non-sarcastic
Raajayum pillerum triple strong ennu teaseril. Prithvirajinte oru cameo manakkunnu.,Non-sarcastic
720p Only ???? Oru 4K Trailer irakkamarunnu :(,Non-sarcastic
മുക്ക് കുത്തി കാണില്ല എല്ലാം ക്ലിപ്പിംഗ് ആരുന്നത്‌ കൊണ്ടല്ലേ. ടെക്നോളജി വളർന്നാലും മനുഷ്യന്റെ മണ്ടത്തരം മാറില്ല കഷ്ട്ടം.,Sarcastic
ഫഹദ് ഇക്ക നിങ്ങൾ വേറെ ലെവൽ ആണ്,Non-sarcastic
"Unexpected from abrid shine, കാത്തിരിപ്പിനും ഒരു സുഖം ഇല്ലേ  fdfs",Non-sarcastic
ആഹാ വയലാര്‍ എഴുതുമോ ഇത് പോലെ.,Sarcastic
eattaaa ini 8 day engane urangum,Non-sarcastic
Ithil booribaagavum Vidyajiyude peru kandaan cinimaye shradhichath,Non-sarcastic
trailer valare cheruthayipoyi mammoottyude mukham enkilum onnu kanikkamayirunnu,Non-sarcastic
12 hrs 1 million  views   Ikka fans hit like hear,Non-sarcastic
"Kalu odinja sidheeq veendum policayi, engane",Non-sarcastic
Enikiyum lalettande kude act cheiyanam..i love u so much laletta..from bangalore prammmmiiiii,Non-sarcastic
കിടിലൻ പടം ആണ് ട്ടോ.... അല്ലേലും ഹൈപ്പ് ഇല്ലാതെ ഇറങ്ങുന്ന movies ആണ് ഇപ്പോൾ നമ്മളെ impress ചെയ്യുന്നത്.,Non-sarcastic
Enik oru 369 like tharavo,Non-sarcastic
ഇതിൽ അധികം സീൻസ് ഉം സിനിമയിൽ ഇല്ല....,Non-sarcastic
Dislike adich aliyanmar pani thudangeettund.. ejjathi teams,Sarcastic
I  am from Uganda & die hard fan of mammukka....,Non-sarcastic
പടം കണ്ടിട്ട് ട്രൈലെർ കാണാൻ വന്നവര് like adichee......,Non-sarcastic
Promo video kidukki.. apo trailer thakarkkum......,Non-sarcastic
Whatsapp status ലെ പോലെ ആ triangal എഫക്ട് വന്നിലെങ്കിൽ ടീസർ ഒരു  ഒരു വൃത്തി ഉണ്ടയെന്നെ...,Non-sarcastic
