Text,labels
ஜாதீய படிநிலையில் என் ஜாதிக்கு கீழ் எந்த ஜாதியும் இல்லை் < ஜாதியே படிநிலையில் என் ஜாதிக்கு மேல் எந்த ஜாதியும் இல்லை என்று ஒரு சமூக சம  நிலை வர வேண்டாமா ?,Non-sarcastic
Temple city fans club Madurai thalaaaaaaaaa da,Non-sarcastic
RAJANI SIR+ VIJAY SETHUPATHY FANS HIT LIKE,Non-sarcastic
All I understood from this video was Vikram likes Dosai..,Non-sarcastic
Thala masss yuvan bgm vera level,Non-sarcastic
Oviya da vedio ku ethivida likes kuda varum lol,Non-sarcastic
Jai ajith  Jai ajith  Sena,Non-sarcastic
Somehow it look like Telugu sri mahalaxmi movie,Sarcastic
Suriya Anna go to next level,Non-sarcastic
Nkp movie ku Ticket book pannavanga hit like,Non-sarcastic
Spider man Bat man Super man And u herooooo (mugamudi)🤔🤔🤔🤔,Non-sarcastic
Ye movie Hindi me kab ayga,Non-sarcastic
189ஆயிறம் லைக் போட்டவன் பிற்படுத்தபட்ட சமுதாயத்தை சார்ந்தவன்,Non-sarcastic
Sema mass surya anna NGK,Non-sarcastic
ITS GOING TO BE A MONSTROUS HIT FOR SURUA ANNA,Non-sarcastic
"rey endhidhi,,, aaaa maakentidi antunna. Brathakanivvandra babu janalni",Non-sarcastic
0:14Ulla ponavan yellam உல்லாசமாதான் இருக்குரானுக velila irukkuravanga than sethukittu irukkanga,Sarcastic
Vara level masss teaser suriya Anna vara level,Non-sarcastic
"ட்ரெய்லர் இப்படின்னு படம் எப்படி இருக்கும் , 2020ம் ஆண்டு இன்  சீறந்த படைப்பு ஆக இந்த படம் நிச்சியம்மகா இருக்கும்.   Marana mass waiting for release...   Hats off to director",Non-sarcastic
So far 26k dislike Papa Pasanga found,Sarcastic
Ayoo.. I luv rithika Singh..,Non-sarcastic
பெண் பிள்ளைகள் என்பது ஒவ்வொரு வீட்டிற்கும் குல தெய்வம் அவங்க மேல கை வச்சா எவனா இருந்தாலும் தலையை வெட்டி வீசனும் இது ஒரு  பெண் குழந்தையின் தந்தையாக  ஒரு பெண்ணின் தமயனாக ஒரு தாயின் மகனாக இப்படிக்கு வேடசந்தூர் பிரபு படையாட்சி இந்த திரைப்படம் வெற்றி விழா காண வாழ்த்துக்கள்,Non-sarcastic
இந்த தீபாவளி எங்களுக்கு ஆத்தல் தான் அண்ணா...<3,Non-sarcastic
மருது இருவர்..... அகமுடையார் வம்சம் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,Non-sarcastic
Mokka traileru itha poi nalla padamnu solringa ponga sir,Sarcastic
Trailer nala iruku But full irutula.film.eduthrukaka.. Suriya velicham ila.. Kandippa film.oduthannu santhegam thaan,Sarcastic
Ab kangana ki sister phir sb pe comment karegi yahi kam h uska,Non-sarcastic
Intha vayasaana kaalathla intha kelattu payaluku idhellaam thevaiyaa Kumaaru ???,Sarcastic
#kaappaan still 12 days to go,Non-sarcastic
Muthai jathi padamay edukamatar ana avara jathi padam edukuringanu soluvanunga.  Ana Kunjith edutha puratchi padam.  Mohan adichar par unga suthula,Non-sarcastic
Mobile phone udaa phir divaar ko chir ke kese gaya,Non-sarcastic
5k Like More To 400k Likes .. GiveMeMore  Thalaaaaa,Non-sarcastic
Teaser ra pakama like Pannuvaga yaruro like,Non-sarcastic
Pacha kuthirukarla rajni atha paathu bayanthu poranga la athu faster rock film copy,Sarcastic
"kangna ko leke movie kyun banai,flop hi hogi.... T-Series ka deemag kam nhi kar rha aaj kal",Non-sarcastic
Enna elavu da idhu .... indha karumathuka 500 kodi,Sarcastic
யாதவர்/ இடையார் / ஆயர்/ கோணார்  குலம் சார்பாக.. இப்படம் வெற்றியடய வாழ்த்துகள்,Non-sarcastic
Adchi Oda vidu ellarayum orama nadandhu varareda enga thala veerama  thala bloods hit like her,Sarcastic
Ner konda paarvai Trailer Vera level Thala da,Non-sarcastic
கடலூர் மாவட்டம் செங்குந்த முதலியார் சமூகம் சார்பாக வாழ்த்துக்கள்,Non-sarcastic
Night data ku dhan neriya Peru wait panni irukkanka poola,Non-sarcastic
waatha....Hari mass! surya mass! singham mass da!,Sarcastic
Oru vela Dunkirk theme ah thaan BGM ah Eduthu GV panrupaaplayo..!!🤔,Sarcastic
Ennnda podaa!! Kuch bhi nh samjabut trailer Pura zakkass,Non-sarcastic
You kena tunggu lebih lama lagi untuk tahu saya... Damn that's superbbbb,Non-sarcastic
Kadaisila pandey va ippadi pannitingalaey da paavigala,Sarcastic
Surya va pidukkum ennbavar put like,Non-sarcastic
Apadilam nadakathu nadakavum koodathu.. Mass dialogue,Non-sarcastic
Pink movie remake love u sir,Non-sarcastic
1m like come fast thala fans like here,Non-sarcastic
Virgin fuck sex nu oru dialogue vandha podhum udane sema massunu solidivingule.,Sarcastic
Petta #1 Trending on Singapore :),Non-sarcastic
Lalettan n Suriya  KV nailed it,Non-sarcastic
Bgm nalla but makeup sari illaiyea,Non-sarcastic
Thala bgm Vera level U1 I love u,Non-sarcastic
போராடுர சூழ்நிலை உருவானதே தப்பு தான்... Mass dialogue.,Non-sarcastic
Indha Maari Ponnugaluku Ellam Ipdi Than Nadakum.. Thala : Apdila Nadakathu..Nadaka Koodathu...,Sarcastic
Arada e trailer edit chytha Mara ooola,Sarcastic
"Naatula avan avan padam edukka mudiyama, eduthutum release panna mudiyama finance prachanai la irukkan...nee mattum epdiya correct aana interval la  padam release pannite irukka..athum release aagurathellam sariya collection aaguthaanne therla",Sarcastic
Petta vs viswasam Petta - Like Viswasam - Comment,Sarcastic
l  v  y .fd,Non-sarcastic
Yarellaam  Padam super ra irukkum nu nenaikiringa . Yenna mathiri,Non-sarcastic
Marana waiting in malasiya. Thala fans,Sarcastic
entha character kodthalum pinn pedal edukka thala yaala mattum dhan mudi um,Non-sarcastic
14 million Vijay anna mass,Non-sarcastic
Love...you sai pallavi garu.    Surya anna. rakul didi,Non-sarcastic
Vera Level AK VA Pakka porom  Waiting,Non-sarcastic
"Shankar sir, Evanavthu katha enodathunu solli varuvan, be careful sir....",Sarcastic
Trailer full movie pakkura running time slow irukku... Therurathu kastham,Non-sarcastic
Comments read pana inamum neraiya per sapatula  uppu potu sapidrom nu theriyudhu,Non-sarcastic
vakil vandu (Gundu) Murugan in pink Remake,Sarcastic
Super Star fans hit liks.... Vera Level....,Sarcastic
ஜாதி வெறிய தூண்டும் படங்களை ஆதரிக்காதீர்.....எவணோ ஒருவன் சுய‌நலத்துகாக பன்ரத ... ஒட்டுமொத்தமா தாழ்த்தப்பட்ட சமுகத்தை பிரிக்க நினைப்பது தவறு... எனக்கும் மற்ற சமுகத்தில் தோழிகள் உள்ளனர்.எனக்கு ஒரு போதும் எண்ணம் இருததில்லை.. நீங்கள் உங்கள் வீட்டு பெண்ணை நம்புங்கள்.... இப்படிக்கு.. பிற்படுத்தப்பட்ட வகுப்பினரின் ஒருவன்.. ஜாதிகள் இல்லையடி தமிழா.....,Non-sarcastic
Surya mass  u1 selava best combo,Non-sarcastic
2:16 naanga sonna #thiivira vaatham maththavanga sonna #kaithattal,Non-sarcastic
Kaithi Deepavali realise I am waiting,Non-sarcastic
Ippo Enna panna porom sweet sapda porom,Non-sarcastic
Bangam pakandippa movie ya theaterlatha papan,Sarcastic
1:22 thala fans be like  2:24 thalapathy fans be like  sariii athukum ithukum sariya pochi🤷‍,Non-sarcastic
Rajini sir... You rock..keka... . Love from Andhra,Sarcastic
Entha music padathu ila ethuko  vishiyathu use panirupanga antha trailer ila ah eruku,Sarcastic
0:19  Enna pa scene idhu...Engala paatha kena paya mari Iruka....Car uh sixer ku podhu,Non-sarcastic
no 4k? dai sarkar ke4k inche da .im disappointed,Sarcastic
"Rajni vs vj sethubathi marana combo, I AM waiting",Sarcastic
Iam a big fan of surya sir NGK ku aprm avar vera level aaga poraru enna dhan padathula nadichalum nejathula nalla gunam ullavar like a thala adha nala dhan ennaku ivara rombha pudikkum,Non-sarcastic
தேவர் சமூகத்தின் சார்பாக இந்த படம் வெற்றியடைய வாழ்த்துக்கள்,Non-sarcastic
இந்த திரைப்படத்தை இயக்கிய நடித்த அனைவருக்கும் எனது மனமார்ந்த வாழ்த்துகள்,Non-sarcastic
Kevalama ilaya... Jaathi pera soli comment podrathu... Thirunthunga da,Non-sarcastic
Last 20 sec ithuku ethuku dislike poturanuga 🤦‍,Sarcastic
Cast paakakudaathunu soldringha aana intha arasaanghame cast vachi thaan. Education tharaangha  een tnpsc la kooda cast vachithaan vellai tharaangha ithu kalaiyanum thiramai irukravangha munnaadi varanum athukku  mohan  sur movie veliyaa varanum,Non-sarcastic
bgm summa therikuthu...vera level hatsoff to santhosh narayana thalapathy asusual mass..varalam varalam va varlam va bhairavaa..,Non-sarcastic
வெற்றிமாறன் அழகா படிச்சு முன்னேறி அவங்க பன்றத நீ பன்னிராதனு அழகா சொன்னாரு இவனுங்க என்னானா படம் இப்படி எடுக்குராங்ய . நாடக காதல் நடக்குரது 60% மீதி நாற்பது சதவீதம் மத்த வீட்டு பொண் ணுங்களும் தலித் சமூக பையன்கள காதல் பன்றாங்க உதாரணத்துக்கு நான் எத்தனையோ பேர கேள்வி பட் ருக்கேன் அப்ப பொண்ணு மேலையும தப்பு இருக்குல .,Non-sarcastic
Ethugu da mersal movie parthu sirikura,Non-sarcastic
As a Christian Girl uh.. Oru like.....,Non-sarcastic
0.18 she looks like dani daniel,Non-sarcastic
no can match u boss love u ever love u,Non-sarcastic
வன்னியர் குல சத்திரியர் சார்பாக இந்தப் படம் வரலாறு காணாத அளவுக்கு ஒரு வெற்றி பெற வாழ்த்துகிறேன்.......... வீர வன்னியன்,Non-sarcastic
Marana mass thalaivaaa I love you uuu,Non-sarcastic
🤣🤣🤣semaaaaa traileruuuu i have ever seen like this🤣🤣🤣🤣,Non-sarcastic
Yar yar anda add a fulla pathenga,Non-sarcastic
SEMA AADHI NA🤟  Podra Podra 90kids kae Perumai  Epic,Non-sarcastic
Enna pa fornt style alla SARKAR fornt style la eruku,Non-sarcastic
இங்கு யாரு உயர்ந்த ஜாதி Pls reply,Non-sarcastic
